"hrl_code";"indicator_naam";"volgnr";"criterium";"aard";"ellenberg";"vgl";"bovengrens_waarde"
"rbbHc";"Sleutelsoorten";852;"Vegetatie";"aantal";;;
"rbbHc";"Sleutelsoorten";853;"Vegetatie";"bedekking";;;
"rbbHc";"Verdroging";854;"Verstoring";"bedekking";;;
"rbbHc";"Soortenrijkdom";855;"Vegetatie";"soortenaantal";;;
"rbbHc";"Gras_kruiden-ratio";856;"Structuur";"gras_kruiden-ratio";;;
"rbbHc";"Verdroging";857;"Verstoring";"F-getal";;;
"rbbHc";"Vernatting";858;"Verstoring";"F-getal";;;
"rbbHc";"Eutrofiëring";859;"Verstoring";"N-getal";;;
"rbbHc";"Verruiging";860;"Verstoring";"bedekking";;;
"rbbHc";"Verbossing";861;"Verstoring";"bedekking boomlaag";;;
"rbbHc";"Vernatting";862;"Verstoring";"bedekking";;;
"rbbHc";"Eutrofiëring";863;"Verstoring";"bedekking";;;
"rbbHc";"Bodemroering";864;"Verstoring";"bedekking";;;
"rbbHc";"Pitrus";865;"Verstoring";"bedekking";;;
"rbbHc";"Verbraming";866;"Verstoring";"bedekking";;;
"rbbHc";"Vernatting (gn zegge";867;"Verstoring";"bedekking";;;
"rbbVos";"Verbraming";868;"Verstoring";"bedekking";;;
"rbbVos";"Bodemroering";869;"Verstoring";"bedekking";;;
"rbbVos";"Pitrus";870;"Verstoring";"bedekking";;;
"rbbVos";"Eutrofiëring";871;"Verstoring";"bedekking";;;
"rbbVos";"Verruiging";872;"Verstoring";"bedekking";;;
"rbbVos";"Droogtegroep Ellenb";873;"Vegetatie";"bedekking";"F-getal";"<";"5"
"rbbVos";"Droogtegroep Ellenb";874;"Vegetatie";"aantal";"F-getal";"<";"5"
"rbbVos";"Nattegroep Ellenb";875;"Vegetatie";"bedekking";"F-getal";">";"6"
"rbbVos";"Nattegroep Ellenb";876;"Vegetatie";"aantal";"F-getal";">";"6"
"rbbVos";"SleutelsoortenStart";877;"Vegetatie";"bedekking";;;
"rbbVos";"SleutelsoortenStart";878;"Vegetatie";"aantal";;;
"rbbVos";"Droogtegroep_sleutel";879;"Vegetatie";"bedekking";;;
"rbbVos";"Droogtegroep_sleutel";880;"Vegetatie";"aantal";;;
"rbbVos";"Vochtgroep_sleutel";881;"Vegetatie";"bedekking";;;
"rbbVos";"Vochtgroep_sleutel";882;"Vegetatie";"aantal";;;
"G";"Grvos_trosdravik";883;"Vegetatie";"bedekking";;;
"rbbVos";"basenminnend";884;"Vegetatie";"aantal";;;
"rbbVos";"hc-groep";885;"Vegetatie";"aantal";;;
"rbbVos";"hc-groep";886;"Vegetatie";"bedekking";;;
"rbbVos";"hu-groep";887;"Vegetatie";"aantal";;;
"rbbVos";"hu-groep";888;"Vegetatie";"bedekking";;;
"rbbVos";"hu-kerngroep";889;"Vegetatie";"aantal";;;
"rbbVos";"hu-kerngroep";890;"Vegetatie";"bedekking";;;
"rbbVos";"hua-groep";891;"Vegetatie";"bedekking";;;
"rbbVos";"hua-kerngroep";892;"Vegetatie";"aantal";;;
"rbbVos";"rbbZil-groep";893;"Vegetatie";"bedekking";;;
"rbbVos";"Vochtgroep Ellenberg";894;"Vegetatie";"bedekking";"F-getal";">";"4"
"rbbVos";"rbbZil-groep";895;"Vegetatie";"aantal";;;
"rbbVos";"moeras-groep";896;"Vegetatie";"bedekking";;;
"rbbVos";"Sleutelsoorten";897;"Vegetatie";"bedekking";;;
"rbbVos";"nattegroep";898;"Vegetatie";"bedekking";;;
"rbbVos";"Beweiding";899;"Verstoring";"bedekking";;;
"rbbVos";"Verdroging";900;"Verstoring";"bedekking";;;
"rbbVos";"Vernatting";901;"Verstoring";"bedekking";;;
"rbbVos";"Sleutelsoorten";902;"Vegetatie";"aantal";;;
"rbbZil";"SleutelsoortenStart";903;"Vegetatie";"bedekking";;;
"rbbZil";"SleutelsoortenStart";904;"Vegetatie";"aantal";;;
"rbbZil";"ziltegroep";905;"Vegetatie";"bedekking";;;
"rbbZil";"ziltegroep";906;"Vegetatie";"aantal";;;
"rbbZil";"hc-groep";907;"Vegetatie";"aantal";;;
"rbbZil";"hc-groep";908;"Vegetatie";"bedekking";;;
"rbbZil";"hu-groep";909;"Vegetatie";"aantal";;;
"rbbZil";"hu-groep";910;"Vegetatie";"bedekking";;;
"rbbZil";"rbbVos-groep";911;"Vegetatie";"aantal";;;
"rbbZil";"rbbVos-groep";912;"Vegetatie";"bedekking";;;
"rbbZil";"moeras-groep";913;"Vegetatie";"bedekking";;;
"rbbZil";"hf-groep";915;"Vegetatie";"bedekking";;;
"rbbZil";"hu-kerngroep";916;"Vegetatie";"aantal";;;
"rbbZil";"hu-kerngroep";917;"Vegetatie";"bedekking";;;
"rbbZil";"GrVos_trosdravik";918;"Vegetatie";"bedekking";;;
"rbbZil";"Vernatting";919;"Verstoring";"bedekking";;;
"rbbZil";"Bodemroering";920;"Verstoring";"bedekking";;;
"rbbZil";"Pitrus";921;"Verstoring";"bedekking";;;
"rbbZil";"Eutrofiëring";922;"Verstoring";"bedekking";;;
"rbbZil";"Verruiging";923;"Verstoring";"bedekking";;;
"rbbZil";"Verdroging";924;"Verstoring";"bedekking";;;
"rbbKam";"SleutelsoortenStart";925;"Vegetatie";"bedekking";;;
"rbbKam";"SleutelsoortenStart";926;"Vegetatie";"aantal";;;
"rbbKam";"ziltegroep";927;"Vegetatie";"bedekking";;;
"rbbKam";"ziltegroep";928;"Vegetatie";"aantal";;;
"rbbKam";"hc-groep";929;"Vegetatie";"aantal";;;
"rbbKam";"hc-groep";930;"Vegetatie";"bedekking";;;
"rbbKam";"hu-groep";931;"Vegetatie";"aantal";;;
"rbbKam";"hu-groep";932;"Vegetatie";"bedekking";;;
"rbbKam";"rbbVos-groep";933;"Vegetatie";"aantal";;;
"rbbKam";"rbbVos-groep";934;"Vegetatie";"bedekking";;;
"rbbKam";"moeras-groep";935;"Vegetatie";"bedekking";;;
"rbbKam";"hf-groep";936;"Vegetatie";"bedekking";;;
"rbbKam";"hu-kerngroep";937;"Vegetatie";"aantal";;;
"rbbKam";"hu-kerngroep";938;"Vegetatie";"bedekking";;;
"rbbKam";"GrVos_trosdravik";939;"Vegetatie";"bedekking";;;
"rbbKam";"Bodemroering";941;"Verstoring";"bedekking";;;
"rbbKam";"Pitrus";942;"Verstoring";"bedekking";;;
"rbbKam";"Eutrofiëring";943;"Verstoring";"bedekking";;;
"rbbKam";"Verruiging";944;"Verstoring";"bedekking";;;
"rbbKam";"EutrofiëringSterk";946;"Verstoring";"bedekking";;;
"rbbZil";"Verbraming";947;"Verstoring";"bedekking";;;
"rbbKam";"Verbraming";948;"Verstoring";"bedekking";;;
"rbbKam";"rbbZil-groep";949;"Vegetatie";"aantal";;;
"rbbKam";"rbbZil-groep";950;"Vegetatie";"bedekking";;;
"rbbHf";"Bodemroering";951;"Verstoring";"bedekking";;;
"rbbHf";"Pitrus";952;"Verstoring";"bedekking";;;
"rbbHf";"Eutrofiëring";953;"Verstoring";"bedekking";;;
"rbbHf";"Verbrming";955;"Verstoring";"bedekking";;;
"rbbHf";"moeras-groep";956;"Vegetatie";"bedekking";;;
"rbbHf";"ziltegroep";957;"Vegetatie";"bedekking";;;
"rbbHf";"ziltegroep";958;"Vegetatie";"aantal";;;
"rbbHf";"SleutelsoortenStart";959;"Vegetatie";"bedekking";;;
"rbbHf";"SleutelsoortenStart";960;"Vegetatie";"aantal";;;
"rbbHf";"Vernatting";961;"Verstoring";"bedekking";;;
"rbbHf";"Verdroging";962;"Verstoring";"bedekking";;;
"rbbHf";"hc-groep";963;"Vegetatie";"aantal";;;
"rbbHf";"hc-groep";964;"Vegetatie";"bedekking";;;
"rbbHf";"hu-kerngroep";965;"Vegetatie";"aantal";;;
"rbbHf";"hu-kerngroep";966;"Vegetatie";"bedekking";;;
"rbbHf";"GrVos_trosdravik";967;"Vegetatie";"bedekking";;;
"rbbHf";"hu-groep";968;"Vegetatie";"aantal";;;
"rbbHf";"hu-groep";969;"Vegetatie";"bedekking";;;
"rbbHf";"invasieve exoten";970;"Verstoring";"bedekking";;;
"rbbHf";"rbbZil-groep";971;"Vegetatie";"aantal";;;
"rbbHf";"rbbZil-groep";972;"Vegetatie";"bedekking";;;
"rbbHf";"rbbVos-groep";973;"Vegetatie";"aantal";;;
"rbbHf";"rbbVos-groep";974;"Vegetatie";"bedekking";;;
"rbbHf";"Sleutelsoorten";975;"Vegetatie";"bedekking";;;
"rbbHf";"Sleutelsoorten";976;"Vegetatie";"aantal";;;
"rbbZil";"Sleutelsoorten";977;"Vegetatie";"bedekking";;;
"rbbZil";"Sleutelsoorten";978;"Vegetatie";"aantal";;;
"rbbZil";"SleutelsoortenAgrost";979;"Vegetatie";"bedekking";;;
"Ha";"SleutelsoortenStart";980;"Vegetatie";"bedekking";;;
"Ha";"SleutelsoortenStart";981;"Vegetatie";"aantal";;;
"Ha";"hn-groep";982;"Vegetatie";"bedekking";;;
"Ha";"hn-groep";983;"Vegetatie";"aantal";;;
"Ha";"hc-groep";984;"Vegetatie";"aantal";;;
"Ha";"hc-groep";985;"Vegetatie";"bedekking";;;
"Ha";"hu-groep";986;"Vegetatie";"aantal";;;
"Ha";"hu-groep";987;"Vegetatie";"bedekking";;;
"Ha";"rbbVos-groep";988;"Vegetatie";"aantal";;;
"Ha";"rbbVos-groep";989;"Vegetatie";"bedekking";;;
"Ha";"hu-kerngroep";992;"Vegetatie";"aantal";;;
"Ha";"hu-kerngroep";993;"Vegetatie";"bedekking";;;
"Ha";"GrVos_trosdravik";994;"Vegetatie";"bedekking";;;
"Ha";"Bodemroering";995;"Verstoring";"bedekking";;;
"Ha";"Pitrus";996;"Verstoring";"bedekking";;;
"Ha";"Eutrofiëring";997;"Verstoring";"bedekking";;;
"Ha";"Verruiging";998;"Verstoring";"bedekking";;;
"Ha";"EutrofiëringSterk";999;"Verstoring";"bedekking";;;
"Ha";"Verbrming";1000;"Verstoring";"bedekking";;;
"Ha";"rbbKam-groep";1001;"Vegetatie";"bedekking";;;
"Ha";"brem-bedekking";1002;"Vegetatie";"bedekking";;;
"Ha";"ha+-groep";1003;"Vegetatie";"aantal";;;
"Ha";"ha+-groep";1004;"Vegetatie";"bedekking";;;
"Hu";"SleutelsoortenStart";1005;"Vegetatie";"bedekking";;;
"Hu";"SleutelsoortenStart";1006;"Vegetatie";"aantal";;;
"Hu";"hn-groep";1007;"Vegetatie";"bedekking";;;
"Hu";"hn-groep";1008;"Vegetatie";"aantal";;;
"Hu";"hc-groep";1009;"Vegetatie";"aantal";;;
"Hu";"hc-groep";1010;"Vegetatie";"bedekking";;;
"Hu";"hu-groep";1011;"Vegetatie";"aantal";;;
"Hu";"hu-groep";1012;"Vegetatie";"bedekking";;;
"Hu";"rbbVos-groep";1013;"Vegetatie";"aantal";;;
"Hu";"rbbVos-groep";1014;"Vegetatie";"bedekking";;;
"Hu";"hu-kerngroep";1015;"Vegetatie";"aantal";;;
"Hu";"hu-kerngroep";1016;"Vegetatie";"bedekking";;;
"Hu";"GrVos_trosdravik";1017;"Vegetatie";"bedekking";;;
"Hu";"Bodemroering";1018;"Verstoring";"bedekking";;;
"Hu";"Pitrus";1019;"Verstoring";"bedekking";;;
"Hu";"Eutrofiëring";1020;"Verstoring";"bedekking";;;
"Hu";"Verruiging";1021;"Verstoring";"bedekking";;;
"Hu";"EutrofiëringSterk";1022;"Verstoring";"bedekking";;;
"Hu";"Verbraming";1023;"Verstoring";"bedekking";;;
"Hu";"rbbKam-groep";1024;"Vegetatie";"bedekking";;;
"Hu";"Vernatting";1025;"Verstoring";"bedekking";;;
"Hu";"ha+-groep";1026;"Vegetatie";"aantal";;;
"Hu";"ha+-groep";1027;"Vegetatie";"bedekking";;;
"Hu";"moeras-groep";1029;"Vegetatie";"bedekking";;;
"Hu";"hf-groep";1030;"Vegetatie";"bedekking";;;
"Hu";"rbbZil-groep";1031;"Vegetatie";"aantal";;;
"Hu";"rbbZil-groep";1032;"Vegetatie";"bedekking";;;
"Hu";"ha-groep";1033;"Vegetatie";"bedekking";;;
"Hu";"Beweiding";1034;"Verstoring";"bedekking";;;
"rbbHf";"SleutelsoortenKempen";1035;"Vegetatie";"bedekking";;;
"rbbHf";"SleutelsoortenKempen";1036;"Vegetatie";"aantal";;;
"rbbHf";"BodemroeringKempen";1037;"Verstoring";"bedekking";;;
"rbbHf";"VerdrogingKempen";1038;"Verstoring";"bedekking";;;
"rbbHf";"EutrofiëringKempen";1039;"Verstoring";"bedekking";;;
"rbbHf";"VernattingKempen";1040;"Verstoring";"bedekking";;;
"Ha";"Sleutelsoorten";1041;"Vegetatie";"bedekking";;;
"Ha";"Sleutelsoorten";1042;"Vegetatie";"aantal";;;
"Ha";"Lage grassen";1043;"Vegetatie";"bedekking";;;
"rbbhc";"Beweiding";1044;"Verstoring";"bedekking";;;
"rbbhc";"hc-groep";1045;"Vegetatie";"aantal";;;
"rbbhc";"hc-groep";1046;"Vegetatie";"bedekking";;;
"rbbhc";"hu-groep";1047;"Vegetatie";"aantal";;;
"rbbhc";"hu-groep";1048;"Vegetatie";"bedekking";;;
"rbbhc";"rbbVos-groep";1049;"Vegetatie";"aantal";;;
"rbbhc";"rbbVos-groep";1050;"Vegetatie";"bedekking";;;
"rbbhc";"hu-kerngroep";1051;"Vegetatie";"aantal";;;
"rbbhc";"hu-kerngroep";1052;"Vegetatie";"bedekking";;;
"rbbhc";"GrVos_trosdravik";1053;"Vegetatie";"bedekking";;;
"rbbhc";"moeras-groep";1054;"Vegetatie";"bedekking";;;
"rbbhc";"hf-groep";1055;"Vegetatie";"bedekking";;;
"rbbhc";"rbbZil-groep";1056;"Vegetatie";"aantal";;;
"rbbhc";"rbbZil-groep";1057;"Vegetatie";"bedekking";;;
"rbbkam";"Vernatting";1058;"Verstoring";"bedekking";;;
"rbbkam";"IntensiefGebruik";1059;"Verstoring";"bedekking";;;
"G";"moeras-groep";1060;"Vegetatie";"bedekking";;;
"G";"moeras min riet, grz";1061;"Vegetatie";"bedekking";;;
"G";"basenminnend";1063;"Vegetatie";"aantal";;;
"G";"Hn-Groep";1064;"Vegetatie";"bedekking";;;
"G";"Hn-Groep";1065;"Vegetatie";"aantal";;;
"G";"Hnk-Groep";1067;"Vegetatie";"aantal";;;
"G";"obligaat freatofyten";1068;"Vegetatie";"bedekking";;;
"G";"obligaat freatofyten";1069;"Vegetatie";"aantal";;;
"G";"Hk-Groep";1071;"Vegetatie";"aantal";;;
"G";"Hm-Groep";1074;"Vegetatie";"bedekking";;;
"G";"Hm-Groep";1075;"Vegetatie";"aantal";;;
"G";"Hme-Groep";1076;"Vegetatie";"bedekking";;;
"G";"Hme-Groep";1077;"Vegetatie";"aantal";;;
"G";"Husc-groep";1078;"Vegetatie";"bedekking";;;
"G";"Husc-groep";1079;"Vegetatie";"aantal";;;
"G";"hu-groep";1080;"Vegetatie";"bedekking";;;
"G";"hu-kerngroep";1081;"Vegetatie";"aantal";;;
"G";"hu-kerngroep";1082;"Vegetatie";"bedekking";;;
"G";"ha-groep";1083;"Vegetatie";"aantal";;;
"G";"ha-groep";1084;"Vegetatie";"bedekking";;;
"G";"heizoom";1085;"Vegetatie";"aantal";;;
"G";"facult. freatofyten";1086;"Vegetatie";"aantal";;;
"G";"facult. freatofyten";1087;"Vegetatie";"bedekking";;;
"G";"Hmm-Groep";1088;"Vegetatie";"bedekking";;;
"G";"Hmm-Groep";1089;"Vegetatie";"aantal";;;
"G";"ha+-groep";1093;"Vegetatie";"aantal";;;
"G";"ha+-groep";1094;"Vegetatie";"bedekking";;;
"G";"heizoom";1095;"Vegetatie";"bedekking";;;
"G";"droge hei";1096;"Vegetatie";"bedekking";;;
"G";"natte hei";1097;"Vegetatie";"bedekking";;;
"G";"eenjarigen-heide";1098;"Vegetatie";"bedekking";;;
"G";"orchidee-groep";1099;"Vegetatie";"bedekking";;;
"G";"orchidee-groep";1100;"Vegetatie";"aantal";;;
"G";"Mk-groep";1101;"Vegetatie";"bedekking";;;
"G";"veldrus-groep";1102;"Vegetatie";"bedekking";;;
"G";"veldrus-groep";1103;"Vegetatie";"aantal";;;
"G";"Da-groep";1104;"Vegetatie";"bedekking";;;
"G";"Da-groep";1105;"Vegetatie";"aantal";;;
"G";"6430hw-groep";1106;"Vegetatie";"bedekking";;;
"G";"ruigtekruiden";1107;"Vegetatie";"bedekking";;;
"G";"ruigtekruiden";1108;"Vegetatie";"aantal";;;
"G";"rbbHfl-groep";1110;"Vegetatie";"bedekking";;;
"G";"ruderaal-groep";1111;"Vegetatie";"bedekking";;;
"G";"ha-groepss";1112;"Vegetatie";"bedekking";;;
"G";"Ms-groep";1114;"Vegetatie";"aantal";;;
"G";"Ms-groep";1115;"Vegetatie";"bedekking";;;
"G";"hc-groep";1116;"Vegetatie";"aantal";;;
"G";"hc-groep";1117;"Vegetatie";"bedekking";;;
"G";"hc-kerngroep";1118;"Vegetatie";"aantal";;;
"G";"hc-kerngroep";1119;"Vegetatie";"bedekking";;;
"G";"Zil-groep";1120;"Vegetatie";"aantal";;;
"G";"Zil-groep";1121;"Vegetatie";"bedekking";;;
"G";"Vos-groep";1122;"Vegetatie";"aantal";;;
"G";"Vos-groep";1123;"Vegetatie";"bedekking";;;
"G";"duingraslandsoorten";1125;"Vegetatie";"bedekking";;;
"G";"boszoom-groep";1126;"Vegetatie";"bedekking";;;
"G";"Hmo-groep";1127;"Vegetatie";"aantal";;;
"G";"Galio-Trifolietumgr.";1128;"Vegetatie";"aantal";;;
"G";"nitrofielezoom";1130;"Vegetatie";"aantal";;;
"G";"nitrofielezoom";1131;"Vegetatie";"bedekking";;;
"G";"nitrofielezoom_begel";1132;"Vegetatie";"aantal";;;
"G";"nitrofielezoom_begel";1133;"Vegetatie";"bedekking";;;
"G";"Mk-groep";1134;"Vegetatie";"aantal";;;
"G";"6430bz-groep";1135;"Vegetatie";"aantal";;;
"G";"moeras-groep";1136;"Vegetatie";"aantal";;;
"G";"zure zoom-groep";1137;"Vegetatie";"bedekking";;;
"G";"zure zoom-groep";1138;"Vegetatie";"aantal";;;
"G";"zure zoom begeleider";1139;"Vegetatie";"bedekking";;;
"G";"Hmo-groep";1140;"Vegetatie";"bedekking";;;
"G";"heide";1141;"Vegetatie";"bedekking";;;
"G";"hc diff hm-groep";1142;"Vegetatie";"bedekking";;;
"G";"hm diff hc-groep";1143;"Vegetatie";"bedekking";;;
"G";"ms diff hm-groep";1144;"Vegetatie";"bedekking";;;
"G";"hk uitgebreid";1145;"Vegetatie";"bedekking";;;
"H";"heide habitatwaardig";1146;"Vegetatie";"bedekking";;;
"G";"Zil-groep uitgebreid";1147;"Vegetatie";"bedekking";;;
"G";"voedselrijk grasland";1148;"Vegetatie";"bedekking";;;
"G";"hpster grasland";1149;"Vegetatie";"bedekking";;;
"G";"vos diff hc-groep";1150;"Vegetatie";"bedekking";;;
"G";"hc diff vos-groep";1151;"Vegetatie";"bedekking";;;
"G";"ha_ruim-groep";1152;"Vegetatie";"bedekking";;;
"G";"ruderaal_ruim-groep";1153;"Vegetatie";"bedekking";;;
"G";"hu_kern_inclbasen";1154;"Vegetatie";"bedekking";;;
"G";"hmo diff hn-groep";1155;"Vegetatie";"bedekking";;;
"G";"hnk diff h(u)k-groep";1156;"Vegetatie";"bedekking";;;
"G";"moerasmossen";1157;"Vegetatie";"bedekking";;;
"G";"kalkmossen";1158;"Vegetatie";"aantal";;;
"G";"hm diff hmo-groep";1159;"Vegetatie";"bedekking";;;
"G";"hmo diff hm-groep";1160;"Vegetatie";"bedekking";;;
"G";"hu diff vos-groep";1161;"Vegetatie";"bedekking";;;
"G";"vos diff hu-groep";1162;"Vegetatie";"bedekking";;;
"G";"grote vossenstaart";1163;"Vegetatie";"bedekking";;;
"G";"zil diff vos-groep";1164;"Vegetatie";"bedekking";;;
"G";"vos diff zil-groep";1165;"Vegetatie";"bedekking";;;
"G";"hc diff zil-groep";1166;"Vegetatie";"bedekking";;;
"G";"zil diff hc-groep";1167;"Vegetatie";"bedekking";;;
"G";"ms diff hc-groep";1168;"Vegetatie";"bedekking";;;
"G";"hc diff ms-groep";1169;"Vegetatie";"bedekking";;;
"G";"valleigrasland-groep";1170;"Vegetatie";"bedekking";;;
"G";"ms-mossen-groep";1171;"Vegetatie";"bedekking";;;
"G";"hm diff ms-groep";1172;"Vegetatie";"bedekking";;;
"G";"hmn-groep";1173;"Vegetatie";"bedekking";;;
"G";"hmn diff ms-groep";1174;"Vegetatie";"bedekking";;;
"G";"hm(m)-kerngroep";1175;"Vegetatie";"bedekking";;;
"G";"hmo-kerngroep";1176;"Vegetatie";"bedekking";;;
"G";"hm diff heide-groep";1177;"Vegetatie";"bedekking";;;
"G";"hc diff heide-groep";1178;"Vegetatie";"bedekking";;;
"G";"ms diff heide-groep";1179;"Vegetatie";"bedekking";;;
"G";"hei diff gras-groep";1180;"Vegetatie";"bedekking";;;
"G";"m diff hei-groep";1181;"Vegetatie";"bedekking";;;
"G";"hei diff moer-groep";1182;"Vegetatie";"bedekking";;;
"G";"hm_hmo-groep";1184;"Vegetatie";"bedekking";;;
"G";"ms_ruim-groep";1185;"Vegetatie";"bedekking";;;
"G";"m_ruim-groep";1186;"Vegetatie";"bedekking";;;
"H";"open heide-groep";1187;"Vegetatie";"bedekking";;;
"H";"buntgras-groep";1188;"Vegetatie";"bedekking";;;
"H";"zilverhaver-groep";1189;"Vegetatie";"bedekking";;;
"H";"ce diff cg-groep";1190;"Vegetatie";"bedekking";;;
"H";"c diff 23-groep";1191;"Vegetatie";"bedekking";;;
"H";"23 diff c-groep";1192;"Vegetatie";"bedekking";;;
"H";"landduin-groep";1193;"Vegetatie";"bedekking";;;
"H";"duin diff 2330dw";1194;"Vegetatie";"bedekking";;;
"H";"2330dw diff duin";1195;"Vegetatie";"bedekking";;;
"H";"23 diff grasland";1196;"Vegetatie";"bedekking";;;
"H";"cv-vochtig-groep";1197;"Vegetatie";"bedekking";;;
"H";"7150-groep";1198;"Vegetatie";"bedekking";;;
"G";"hei_diff_heischr";1199;"Vegetatie";"bedekking";;;
"G";"heischr_diff_hei";1200;"Vegetatie";"bedekking";;;
"H";"hei_diff_7150-groep";1201;"Vegetatie";"bedekking";;;
"H";"ven-groep";1202;"Vegetatie";"bedekking";;;
"H";"grasland diff 23";1203;"Vegetatie";"bedekking";;;
"O";"hei diff gras-htabel";1204;"Vegetatie";"bedekking";;;
"O";"7140_oli-groep";1205;"Vegetatie";"bedekking";;;
"O";"heide s.l.";1206;"Vegetatie";"bedekking";;;
"O";"heide sl diff grasl";1207;"Vegetatie";"bedekking";;;
"H";"hmo_ms_diff7140oli";1208;"Vegetatie";"bedekking";;;
"H";"M diff 4010_7140oli";1209;"Vegetatie";"bedekking";;;
"H";"(hoog)veenmossen";1210;"Vegetatie";"bedekking";;;
"H";"dwergbies-groep";1211;"Vegetatie";"bedekking";;;
"G";"Hn+-groep";1212;"Vegetatie";"bedekking";;;
"O";"3130-groep";1213;"Vegetatie";"bedekking";;;
"H";"heide habitatw sl";1214;"Vegetatie";"bedekking";;;
"H";"cg diff ce-groep";1215;"Vegetatie";"bedekking";;;
"H";"ven+moeras excl7140";1216;"Vegetatie";"bedekking";;;
"M";"rietl-sleutelsoorten";1217;"Vegetatie";"bedekking";;;
"M";"rietl-begeleiders";1218;"Vegetatie";"bedekking";;;
"M";"snavelb-sleutels.";1219;"Vegetatie";"bedekking";;;
"M";"zuurlaagv-sleutels.";1220;"Vegetatie";"bedekking";;;
"M";"zuurlaagv-begel.";1221;"Vegetatie";"bedekking";;;
"M";"overgangsv-sleutels.";1222;"Vegetatie";"bedekking";;;
"M";"duinpan-sleutels.";1223;"Vegetatie";"bedekking";;;
"M";"trilveen";1224;"Vegetatie";"bedekking";;;
"M";"alkalisch laagveen";1225;"Vegetatie";"bedekking";;;
"M";"alkalische begeleid.";1226;"Vegetatie";"bedekking";;;
"M";"natteruigte-sleutel.";1227;"Vegetatie";"bedekking";;;
"M";"natteruigte-begel.";1228;"Vegetatie";"bedekking";;;
"M";"dottergrasland";1229;"Vegetatie";"bedekking";;;
"M";"grotezegge";1230;"Vegetatie";"bedekking";;;
"M";"zeebies";1231;"Vegetatie";"bedekking";;;
"M";"invasieve exoten";1232;"Vegetatie";"bedekking";;;
"M";"3130_na";1233;"Vegetatie";"bedekking";;;
"M";"rbbah";1234;"Vegetatie";"bedekking";;;
"M";"3270";1235;"Vegetatie";"bedekking";;;
"M";"duinpan+7230";1236;"Vegetatie";"bedekking";;;
"M";"7140meso diff ms";1237;"Vegetatie";"bedekking";;;
"M";"mc_eutro";1238;"Vegetatie";"bedekking";;;
"M";"mc_ruig";1239;"Vegetatie";"bedekking";;;
"M";"mc_gras";1240;"Vegetatie";"bedekking";;;
"M";"6430_ruig";1241;"Vegetatie";"bedekking";;;
"M";"rbbhfl-kwal";1242;"Vegetatie";"bedekking";;;
"M";"6430_eutro";1243;"Vegetatie";"bedekking";;;
"M";"6430_ruderaal";1244;"Vegetatie";"bedekking";;;
"M";"6430_verdroging";1245;"Vegetatie";"bedekking";;;
"M";"6430_rus";1246;"Vegetatie";"bedekking";;;
"M";"7140_eutro";1247;"Vegetatie";"bedekking";;;
"M";"7140_vergrassing";1248;"Vegetatie";"bedekking";;;
"M";"7140_ruig";1249;"Vegetatie";"bedekking";;;
"M";"ms_vergrassing";1250;"Vegetatie";"bedekking";;;
"M";"ms_eutro";1251;"Vegetatie";"bedekking";;;
"M";"ms_ruig";1252;"Vegetatie";"bedekking";;;
"M";"water+moeras";1253;"Vegetatie";"bedekking";;;
"M";"natteruigte-grzegge";1254;"Vegetatie";"bedekking";;;
"O";"waterpl";1255;"Vegetatie";"bedekking";;;
"M";"riet_vs_ms";1256;"Vegetatie";"bedekking";;;
"M";"ms_vs_riet";1257;"Vegetatie";"bedekking";;;
"M";"hc_vs_mc";1258;"Vegetatie";"bedekking";;;
"M";"mc_vs_hc";1259;"Vegetatie";"bedekking";;;
"M";"zil_vs_mc";1260;"Vegetatie";"bedekking";;;
"M";"mc_vs_zil";1261;"Vegetatie";"bedekking";;;
"M";"netel_braam";1262;"Vegetatie";"bedekking";;;
